"","sensitivity","pars","type","name","lambda","elasticity"
"297",-0.0290613637843861,0.967489146279888,"Survival","herb_avg",1.71988428798317,-0.0163479335406081
"298",-0.145327084050207,-0.137778202526366,"Survival","Cardenolides",1.71988428798317,0.0116420067086697
"299",-0.173996188753154,0.0377826530508018,"Survival","LMA",1.71988428798317,-0.00382237205011699
"300",0.529418351020009,0.482784812678379,"Pods","(Intercept)",1.71988428798317,0.14861182302294
"301",0.566532117603046,0.028772834456187,"Pods","h_apical",1.71988428798317,0.00947780902924616
"302",-0.0713174424948184,-1.37945378180285,"Pods","herb_avg",1.71988428798317,0.0572010084895591
"303",-0.364523424631012,-1.04251724394494,"Pods","Cardenolides",1.71988428798317,0.220957862488137
"304",-0.308398338179123,-0.032250531477553,"Pods","LMA",1.71988428798317,0.00578295318037591
"305",0.000180280265040087,23.5948717948718,"Seedlings","mean",1.71988428798317,0.0024732418166076
"306",0.00025945370967722,8.53229006196532,"Seedlings","sd",1.71988428798317,0.00128714142229587
"307",1129.13507416318,0.000468870698592711,"Seedlings","seedling.emergence",1.71988428798317,0.307822075431159
"308",0.00236035263301861,224.296296296296,"Seedlings","seeds.per.pod",1.71988428798317,0.307822076891062
"309",0.742967195337538,0.536520740802177,"Clonal","a",1.71988428798317,0.231769842203542
"310",1.65103751104896,-0.403655294568238,"Clonal","b",1.71988428798317,-0.387497017980897
"311",0.0200270674266749,0.536520740802177,"Budlings","mean",1.71988428798317,0.00624747672092223
"312",0.0144999296794579,-0.403655294568238,"Budlings","sd",1.71988428798317,-0.00340312044645971
"313",-0.215031799796076,0.765202702702703,"Herbivory","pmunch",1.71988428798317,-0.0956709213059534
"314",-0.310198548971769,0.58916373322217,"Herbivory","mean",1.71988428798317,-0.10626164587306
"315",0.0657615083771727,0.823900766492189,"Herbivory","sd",1.71988428798317,0.0315026758115051
"316",-0.526092958750014,1.54336244541485,"Cardenolides","mean",1.71988428798317,-0.472096943384541
"317",0.295106443617079,0.799472290244715,"Cardenolides","sd",1.71988428798317,0.137177498505543
"318",-0.00844559735761446,53.2320253164557,"LMA","mean",1.71988428798317,-0.261399127542656
"319",-0.000225267918287676,19.8184370568137,"LMA","sd",1.71988428798317,-0.00259578978114803
"320",0.0586543845592469,-8.40952886073793,"Flowering","(Intercept)",1.5832545207454,-0.311545448502862
"321",4.00317352040105,0.13237783683004,"Flowering","h_apical",1.5832545207454,0.334710208713944
"322",0.00727393991960568,0.246101674515004,"Flowering","herb_avg",1.5832545207454,0.00113066394005539
"323",0.0548260525464251,-0.447662409565607,"Flowering","Cardenolides",1.5832545207454,-0.0155019691832922
"324",0.197670054176321,-3.87942453269434,"Survival","(Intercept)",1.5832545207454,-0.484347934904115
"325",0.0447149874745561,0.0177524468095377,"Survival","h_apical",1.5832545207454,0.000501372600760036
"326",-0.0617073541504426,0.33775412703359,"Survival","herb_avg",1.5832545207454,-0.0131639690646978
"327",-0.130846279165523,-0.508781214040533,"Survival","Cardenolides",1.5832545207454,0.0420476479897742
"328",-0.155054432128283,0.0585972360640407,"Survival","LMA",1.5832545207454,-0.005738661120588
"329",0.447509196823911,3.27714717914816,"Pods","(Intercept)",1.5832545207454,0.926290424437811
"330",0.264997665478127,0.00684507787970064,"Pods","h_apical",1.5832545207454,0.00114569681271628
